Date,M1,M2,M3,M4,M5,M6,M7,M8,M9,Grand Total,,,
4/17/16 4:00 AM,2,4,3,0,1,0,1,0,1,12,,,
4/17/16 5:00 AM,1,2,1,2,0,1,2,2,3,14,,,
4/17/16 6:00 AM,1,2,2,0,0,1,4,3,1,14,,,
4/17/16 7:00 AM,1,2,0,0,1,1,1,1,2,9,,,
4/17/16 8:00 AM,2,1,1,2,0,1,1,0,0,8,,,
4/17/16 9:00 AM,1,0,2,0,0,2,1,1,1,8,,,
4/17/16 10:00 AM,2,0,0,0,0,1,3,3,4,13,,,
4/17/16 11:00 AM,2,2,2,0,0,1,2,2,1,12,,,
4/17/16 12:00 PM,0,0,1,1,0,0,1,0,0,3,,,
4/17/16 1:00 PM,1,0,2,0,0,1,2,1,2,9,,,
4/17/16 2:00 PM,2,1,1,2,0,0,1,2,1,10,,,
4/17/16 3:00 PM,1,2,1,0,0,0,2,1,2,9,,,
4/17/16 4:00 PM,0,0,1,1,0,0,2,1,2,7,,,
4/17/16 5:00 PM,0,1,0,0,0,0,0,0,2,3,,,
4/17/16 6:00 PM,1,1,1,0,1,0,0,0,2,6,,,
4/17/16 7:00 PM,3,2,0,1,1,2,0,1,0,10,,,
4/17/16 8:00 PM,1,0,1,0,0,1,0,1,3,7,,,
4/17/16 9:00 PM,2,1,1,0,0,2,1,1,0,8,,,
4/17/16 10:00 PM,1,2,1,1,0,1,0,0,3,9,,,
4/17/16 11:00 PM,1,1,0,0,0,2,0,1,4,9,,,
4/18/16 12:00 AM,1,0,1,0,0,1,2,2,3,10,,,
4/18/16 1:00 AM,3,2,0,0,0,1,0,1,1,8,,,
4/18/16 2:00 AM,0,2,0,0,1,2,2,0,3,10,,,
4/18/16 3:00 AM,0,2,1,1,1,1,1,2,3,12,,,
4/18/16 4:00 AM,0,1,0,0,0,0,1,1,1,4,,,
4/18/16 5:00 AM,2,1,0,0,0,1,1,0,1,6,,,
4/18/16 6:00 AM,3,3,1,2,1,1,1,3,1,16,,,
4/18/16 7:00 AM,1,1,3,1,0,0,3,0,2,11,,,
4/18/16 8:00 AM,2,1,1,0,0,1,1,1,1,8,,,
4/18/16 9:00 AM,2,2,2,0,0,3,1,0,2,12,,,
4/18/16 10:00 AM,3,1,1,0,0,3,1,1,0,10,,,
4/18/16 11:00 AM,2,1,0,0,1,0,2,2,1,9,,,
4/18/16 12:00 PM,3,3,3,1,0,1,1,0,0,12,,,
4/18/16 1:00 PM,2,2,0,1,0,1,2,2,1,11,,,
4/18/16 2:00 PM,1,1,0,0,0,2,3,1,1,9,,,
4/18/16 3:00 PM,2,1,0,0,1,2,0,1,3,10,,,
4/18/16 4:00 PM,0,1,1,0,0,2,2,1,1,8,,,
4/18/16 5:00 PM,1,1,2,1,0,1,2,1,2,11,,,
4/18/16 6:00 PM,2,2,1,0,0,1,2,1,0,9,,,
4/18/16 7:00 PM,1,1,0,0,0,1,1,1,2,7,,,
4/18/16 8:00 PM,2,1,3,0,0,0,0,0,0,6,,,
4/18/16 9:00 PM,3,1,3,1,0,1,0,1,2,12,,,
4/18/16 10:00 PM,3,1,1,0,0,2,0,2,2,11,,,
4/18/16 11:00 PM,2,2,2,0,0,0,1,1,1,9,,,
4/19/16 12:00 AM,1,0,1,2,0,2,1,1,3,11,,,
4/19/16 1:00 AM,1,2,1,1,0,1,0,3,2,11,,,
4/19/16 2:00 AM,1,2,2,0,1,2,2,0,1,11,,,
4/19/16 3:00 AM,2,0,1,1,0,3,2,0,1,10,,,
4/19/16 4:00 AM,2,1,0,0,0,0,0,2,0,5,,,
4/19/16 5:00 AM,2,1,0,0,0,0,0,1,1,5,,,
4/19/16 6:00 AM,0,1,2,0,0,1,0,1,1,6,,,
4/19/16 7:00 AM,2,2,1,0,2,0,1,0,2,10,,,
4/19/16 8:00 AM,3,1,1,1,0,1,1,0,2,10,,,
4/19/16 9:00 AM,2,0,1,0,0,0,1,2,1,7,,,
4/19/16 10:00 AM,2,2,1,0,0,2,0,0,1,8,,,
4/19/16 11:00 AM,2,2,0,0,0,3,0,1,2,10,,,
4/19/16 12:00 PM,2,1,0,0,0,1,0,2,1,7,,,
4/19/16 1:00 PM,0,1,0,0,0,1,2,2,2,8,,,
4/19/16 2:00 PM,1,1,1,0,0,1,2,1,1,8,,,
4/19/16 3:00 PM,2,1,3,1,0,1,0,3,1,12,,,
4/19/16 4:00 PM,1,1,3,2,0,2,0,1,0,10,,,
4/19/16 5:00 PM,3,0,0,0,1,0,1,1,1,7,,,
4/19/16 6:00 PM,1,0,1,0,0,1,0,3,2,8,,,
4/19/16 7:00 PM,1,1,1,1,1,1,1,1,1,9,,,
4/19/16 8:00 PM,1,1,1,0,0,0,2,3,1,9,,,
4/19/16 9:00 PM,0,1,0,0,0,2,1,1,2,7,,,
4/19/16 10:00 PM,1,1,2,1,0,1,1,0,0,7,,,
4/19/16 11:00 PM,2,1,2,0,0,2,2,1,1,11,,,
4/20/16 12:00 AM,1,1,1,0,0,1,2,0,2,8,,,
4/20/16 1:00 AM,0,2,0,0,1,1,2,3,0,9,,,
4/20/16 2:00 AM,1,1,1,0,2,1,2,2,2,12,,,
4/20/16 3:00 AM,2,1,1,0,1,2,0,0,2,9,,,
4/20/16 4:00 AM,1,0,2,0,0,0,2,1,1,7,,,
4/20/16 5:00 AM,3,1,0,0,0,1,2,2,0,9,,,
4/20/16 6:00 AM,0,1,3,1,1,0,0,1,1,8,,,
4/20/16 7:00 AM,2,1,0,1,0,3,0,1,2,10,,,
4/20/16 8:00 AM,1,1,1,1,1,1,2,2,0,10,,,
4/20/16 9:00 AM,2,2,1,0,0,0,1,1,0,7,,,
4/20/16 10:00 AM,3,2,0,1,1,0,0,1,2,10,,,
4/20/16 11:00 AM,3,1,1,1,1,1,0,1,2,11,,,
4/20/16 12:00 PM,1,0,1,0,0,2,0,1,0,5,,,
4/20/16 1:00 PM,2,2,2,0,0,0,1,2,3,12,,,
4/20/16 2:00 PM,3,0,1,1,0,2,1,1,1,10,,,
4/20/16 3:00 PM,0,3,0,0,1,1,1,1,1,8,,,
4/20/16 4:00 PM,0,1,1,0,1,0,1,1,3,8,,,
4/20/16 5:00 PM,3,0,1,0,0,1,2,1,1,9,,,
4/20/16 6:00 PM,2,1,3,0,0,2,0,1,2,11,,,
4/20/16 7:00 PM,0,0,0,0,0,0,2,1,0,3,,,
4/20/16 8:00 PM,1,1,1,1,1,1,0,3,1,10,,,
4/20/16 9:00 PM,2,0,0,0,1,1,3,1,3,11,,,
4/20/16 10:00 PM,1,2,1,0,1,2,3,1,1,12,,,
4/20/16 11:00 PM,0,0,3,0,0,1,2,3,1,10,,,
4/21/16 12:00 AM,0,2,0,0,0,1,1,1,1,6,,,
4/21/16 1:00 AM,3,3,0,1,0,1,0,2,2,12,,,
4/21/16 2:00 AM,2,2,1,0,1,1,1,0,2,10,,,
4/21/16 3:00 AM,1,1,0,0,1,1,1,1,2,8,,,
4/21/16 4:00 AM,1,2,0,1,0,0,0,1,2,7,,,
4/21/16 5:00 AM,1,1,2,0,0,1,1,4,3,13,,,
4/21/16 6:00 AM,0,0,0,1,0,1,1,0,1,4,,,
4/21/16 7:00 AM,3,2,0,0,2,1,0,2,1,11,,,
4/21/16 8:00 AM,3,0,1,0,0,1,1,1,0,7,,,
4/21/16 9:00 AM,0,0,1,1,0,0,2,1,2,7,,,
4/21/16 10:00 AM,2,0,2,1,1,2,1,2,0,11,,,
4/21/16 11:00 AM,2,2,0,1,0,0,2,1,1,9,,,
4/21/16 12:00 PM,1,1,1,0,0,3,0,1,1,8,,,
4/21/16 1:00 PM,0,0,0,0,1,1,0,3,1,6,,,
4/21/16 2:00 PM,3,0,1,0,0,1,1,1,1,8,,,
4/21/16 3:00 PM,1,1,1,1,0,1,1,2,1,9,,,
4/21/16 4:00 PM,1,1,2,0,0,3,0,2,3,12,,,
4/21/16 5:00 PM,1,0,1,0,0,2,0,1,1,6,,,
4/21/16 6:00 PM,2,0,1,0,1,1,3,2,2,12,,,
4/21/16 7:00 PM,2,0,0,0,0,1,3,1,1,8,,,
4/21/16 8:00 PM,1,0,0,0,0,1,2,1,3,8,,,
4/21/16 9:00 PM,2,1,1,0,0,0,0,1,1,6,,,
4/21/16 10:00 PM,2,1,2,0,1,0,2,1,3,12,,,
4/21/16 11:00 PM,0,0,3,0,0,0,2,1,0,6,,,
4/22/16 12:00 AM,0,2,0,0,2,1,2,1,2,10,,,
4/22/16 1:00 AM,2,2,1,1,0,0,2,2,1,11,,,
4/22/16 2:00 AM,2,2,1,0,0,0,1,2,2,10,,,
4/22/16 3:00 AM,2,1,1,0,0,1,0,0,3,8,,,
4/22/16 4:00 AM,2,2,2,0,0,1,0,1,0,8,,,
4/22/16 5:00 AM,1,1,3,0,0,0,0,2,2,9,,,
4/22/16 6:00 AM,2,1,1,1,0,2,2,1,3,13,,,
4/22/16 7:00 AM,2,2,0,0,1,3,2,3,0,13,,,
4/22/16 8:00 AM,2,1,0,0,0,1,1,1,2,8,,,
4/22/16 9:00 AM,1,1,1,0,0,2,2,1,1,9,,,
4/22/16 10:00 AM,3,4,0,1,0,0,1,2,1,12,,,
4/22/16 11:00 AM,2,1,1,1,0,0,0,0,1,6,,,
4/22/16 12:00 PM,1,1,0,0,1,0,0,0,3,6,,,
4/22/16 1:00 PM,2,1,0,0,0,3,0,2,1,9,,,
4/22/16 2:00 PM,1,0,2,0,0,1,1,0,1,6,,,
4/22/16 3:00 PM,1,0,1,1,0,2,1,2,1,9,,,
4/22/16 4:00 PM,2,1,2,0,1,1,1,1,0,9,,,
4/22/16 5:00 PM,1,2,0,0,0,2,2,1,2,10,,,
4/22/16 6:00 PM,1,2,1,1,0,1,1,3,1,11,,,
4/22/16 7:00 PM,3,1,2,0,0,0,1,0,2,9,,,
4/22/16 8:00 PM,1,1,1,0,0,1,1,1,2,8,,,
4/22/16 9:00 PM,1,1,1,0,0,1,0,2,1,7,,,
4/22/16 10:00 PM,2,0,2,0,0,0,0,0,0,4,,,
4/22/16 11:00 PM,0,1,1,0,0,0,2,1,1,6,,,
4/23/16 12:00 AM,2,1,1,0,1,1,0,0,3,9,,,
4/23/16 1:00 AM,2,1,1,0,0,3,1,1,2,11,,,
4/23/16 2:00 AM,3,0,0,1,0,0,1,1,2,8,,,
4/23/16 3:00 AM,1,0,1,1,0,0,0,1,2,6,,,
4/23/16 4:00 AM,1,1,1,0,0,2,3,0,1,9,,,
4/23/16 5:00 AM,2,0,0,1,0,3,1,2,2,11,,,
4/23/16 6:00 AM,2,2,1,0,1,0,1,2,3,12,,,
4/23/16 7:00 AM,2,0,1,0,0,2,1,1,1,8,,,
4/23/16 8:00 AM,1,2,2,0,1,0,1,1,3,11,,,
4/23/16 9:00 AM,1,1,2,1,0,1,1,2,1,10,,,
4/23/16 10:00 AM,1,1,2,0,0,1,1,2,3,11,,,
4/23/16 11:00 AM,2,2,0,0,0,2,0,1,1,8,,,
4/23/16 12:00 PM,2,0,1,0,1,1,1,3,4,13,,,
4/23/16 1:00 PM,2,1,0,1,0,0,1,4,3,12,,,
4/23/16 2:00 PM,4,3,1,1,0,2,0,2,2,15,,,
4/23/16 3:00 PM,1,1,1,0,0,0,2,1,1,7,,,
4/23/16 4:00 PM,3,0,1,0,0,1,1,0,2,8,,,
4/23/16 5:00 PM,0,2,2,0,0,1,1,0,2,8,,,
4/23/16 6:00 PM,1,1,0,1,1,0,0,0,3,7,,,
4/23/16 7:00 PM,1,1,3,1,1,0,1,0,2,10,,,
4/23/16 8:00 PM,1,0,2,0,0,2,0,1,3,9,,,
4/23/16 9:00 PM,2,2,2,0,1,1,2,0,2,12,,,
4/23/16 10:00 PM,0,1,0,1,0,0,1,0,0,3,,,
4/23/16 11:00 PM,2,0,1,0,0,2,1,1,2,9,,,
4/24/16 12:00 AM,2,2,2,0,0,1,0,2,1,10,,,
4/24/16 1:00 AM,1,1,1,0,0,0,1,1,1,6,,,
4/24/16 2:00 AM,2,0,0,1,0,0,3,1,2,9,,,
4/24/16 3:00 AM,3,0,1,0,2,2,1,0,2,11,,,
4/24/16 4:00 AM,2,1,0,1,0,1,0,2,2,9,,,
4/24/16 5:00 AM,2,3,2,0,0,0,3,3,2,15,,,
4/24/16 6:00 AM,2,0,0,2,0,2,0,0,3,9,,,
4/24/16 7:00 AM,1,0,0,1,0,2,0,0,2,6,,,
4/24/16 8:00 AM,0,2,1,1,0,0,2,1,1,8,,,
4/24/16 9:00 AM,1,0,2,0,0,0,2,1,1,7,,,
4/24/16 10:00 AM,3,3,1,0,0,2,0,2,2,13,,,
4/24/16 11:00 AM,1,0,0,1,1,0,1,1,1,6,,,
4/24/16 12:00 PM,2,0,3,1,0,2,2,0,1,11,,,
4/24/16 1:00 PM,2,1,1,0,0,2,1,0,2,9,,,
4/24/16 2:00 PM,2,1,1,0,1,3,1,1,2,12,,,
4/24/16 3:00 PM,1,1,3,0,1,0,1,2,2,11,,,
4/24/16 4:00 PM,2,4,2,1,0,2,1,0,1,13,,,
4/24/16 5:00 PM,0,1,0,0,0,0,0,1,1,3,,,
4/24/16 6:00 PM,0,1,1,1,1,0,1,0,0,5,,,
4/24/16 7:00 PM,2,0,1,0,1,0,3,0,2,9,,,
4/24/16 8:00 PM,1,2,2,0,0,1,1,1,0,8,,,
4/24/16 9:00 PM,1,2,2,0,0,2,1,1,0,9,,,
4/24/16 10:00 PM,1,0,1,0,0,0,0,0,1,3,,,
4/24/16 11:00 PM,1,0,1,0,0,0,2,1,1,6,,,
4/25/16 12:00 AM,2,1,1,0,0,0,1,1,2,8,,,
4/25/16 1:00 AM,1,1,0,0,0,2,0,0,2,6,,,
4/25/16 2:00 AM,1,0,3,1,0,1,1,2,3,12,,,
4/25/16 3:00 AM,3,1,2,0,0,0,0,3,0,9,,,
4/25/16 4:00 AM,1,1,4,0,0,0,1,2,3,12,,,
4/25/16 5:00 AM,2,0,0,1,0,1,1,1,2,8,,,
4/25/16 6:00 AM,1,1,2,0,0,0,0,1,1,6,,,
4/25/16 7:00 AM,1,0,1,0,1,2,2,2,1,10,,,
4/25/16 8:00 AM,1,1,0,1,0,2,0,1,2,8,,,
4/25/16 9:00 AM,1,1,1,0,2,0,2,0,4,11,,,
4/25/16 10:00 AM,2,2,0,2,1,1,2,2,1,13,,,
4/25/16 11:00 AM,0,0,3,1,0,1,3,0,1,9,,,
4/25/16 12:00 PM,2,2,1,1,1,0,1,2,2,12,,,
4/25/16 1:00 PM,2,0,0,1,0,3,2,1,2,11,,,
4/25/16 2:00 PM,4,2,2,0,1,3,1,1,1,15,,,
4/25/16 3:00 PM,0,1,2,0,0,0,0,1,0,4,,,
4/25/16 4:00 PM,2,1,2,0,1,0,0,1,2,9,,,
4/25/16 5:00 PM,0,2,2,0,0,2,2,1,1,10,,,
4/25/16 6:00 PM,2,0,1,0,0,0,0,1,2,6,,,
4/25/16 7:00 PM,0,1,2,0,1,1,2,2,2,11,,,
4/25/16 8:00 PM,0,1,2,0,0,1,2,1,1,8,,,
4/25/16 9:00 PM,1,3,2,1,0,1,2,0,2,12,,,
4/25/16 10:00 PM,1,2,1,0,1,2,0,0,1,8,,,
4/25/16 11:00 PM,3,0,2,1,0,1,2,2,1,12,,,
4/26/16 12:00 AM,0,1,2,1,0,0,0,0,0,4,,,
4/26/16 1:00 AM,3,0,0,0,0,2,3,1,3,12,,,
4/26/16 2:00 AM,2,1,2,0,2,2,1,1,1,12,,,
4/26/16 3:00 AM,1,2,1,0,0,1,0,2,2,9,,,
4/26/16 4:00 AM,3,0,1,0,0,0,0,0,1,5,,,
4/26/16 5:00 AM,0,0,0,2,0,2,1,1,3,9,,,
4/26/16 6:00 AM,2,0,0,0,0,1,0,1,0,4,,,
4/26/16 7:00 AM,1,2,0,1,1,1,2,0,2,10,,,
4/26/16 8:00 AM,2,1,0,0,0,1,2,1,0,7,,,
4/26/16 9:00 AM,2,0,1,0,1,2,1,1,3,11,,,
4/26/16 10:00 AM,1,2,1,1,1,1,3,1,1,12,,,
4/26/16 11:00 AM,1,2,1,0,0,0,1,2,1,8,,,
4/26/16 12:00 PM,0,2,0,1,0,1,0,1,3,8,,,
4/26/16 1:00 PM,2,1,2,0,0,0,0,1,1,7,,,
4/26/16 2:00 PM,0,2,1,0,0,1,0,1,1,6,,,
4/26/16 3:00 PM,2,3,0,0,0,1,3,2,2,13,,,
4/26/16 4:00 PM,2,2,2,1,0,1,0,2,2,12,,,
4/26/16 5:00 PM,2,1,0,0,0,1,0,0,1,5,,,
4/26/16 6:00 PM,1,1,1,0,1,2,2,2,2,12,,,
4/26/16 7:00 PM,2,0,0,1,0,1,1,0,1,6,,,
4/26/16 8:00 PM,1,1,1,2,1,0,1,0,1,8,,,
4/26/16 9:00 PM,0,1,1,0,0,1,1,2,1,7,,,
4/26/16 10:00 PM,2,1,1,0,1,2,0,1,1,9,,,
4/26/16 11:00 PM,2,1,1,0,1,1,2,2,2,12,,,
4/27/16 12:00 AM,1,2,0,1,1,1,2,1,0,9,,,
4/27/16 1:00 AM,3,1,1,1,1,0,0,0,2,9,,,
4/27/16 2:00 AM,3,1,1,0,0,0,0,0,2,7,,,
4/27/16 3:00 AM,2,0,0,0,0,2,1,0,2,7,,,
4/27/16 4:00 AM,0,0,2,0,1,2,1,1,1,8,,,
4/27/16 5:00 AM,2,1,1,0,1,2,1,1,0,9,,,
4/27/16 6:00 AM,1,2,1,0,1,2,2,2,1,12,,,
4/27/16 7:00 AM,2,0,0,2,1,1,1,1,0,8,,,
4/27/16 8:00 AM,1,1,1,2,1,2,2,1,3,14,,,
4/27/16 9:00 AM,2,3,2,1,0,1,2,1,2,14,,,
4/27/16 10:00 AM,2,0,2,0,2,1,1,2,1,11,,,
4/27/16 11:00 AM,2,1,2,0,0,0,1,1,2,9,,,
4/27/16 12:00 PM,3,2,0,1,0,2,0,0,1,9,,,
4/27/16 1:00 PM,2,0,0,0,1,4,4,1,3,15,,,
4/27/16 2:00 PM,3,2,1,0,1,2,0,0,0,9,,,
4/27/16 3:00 PM,2,0,0,0,0,1,2,1,0,6,,,
4/27/16 4:00 PM,2,2,1,0,1,1,1,1,2,11,,,
4/27/16 5:00 PM,2,1,2,1,0,0,3,1,2,12,,,
4/27/16 6:00 PM,2,2,2,0,0,1,1,2,1,11,,,
4/27/16 7:00 PM,2,2,0,0,0,1,1,0,0,6,,,
4/27/16 8:00 PM,1,1,2,0,0,2,2,2,1,11,,,
4/27/16 9:00 PM,3,2,3,1,1,0,0,1,2,13,,,
4/27/16 10:00 PM,2,0,1,0,0,2,1,3,2,11,,,
4/27/16 11:00 PM,0,2,0,0,2,1,2,0,1,8,,,
4/28/16 12:00 AM,2,0,1,0,0,1,0,0,2,6,,,
4/28/16 1:00 AM,3,1,0,0,0,1,0,2,2,9,,,
4/28/16 2:00 AM,0,1,1,0,0,1,0,1,1,5,,,
4/28/16 3:00 AM,2,0,1,0,0,1,0,2,2,8,,,
4/28/16 4:00 AM,1,1,0,0,0,1,0,0,1,4,,,
4/28/16 5:00 AM,3,1,2,1,0,1,2,2,3,15,,,
4/28/16 6:00 AM,0,1,2,0,2,1,1,2,2,11,,,
4/28/16 7:00 AM,1,2,2,1,1,2,3,2,1,15,,,
4/28/16 8:00 AM,1,0,1,0,0,1,2,2,1,8,,,
4/28/16 9:00 AM,2,1,1,1,0,2,1,3,0,11,,,
4/28/16 10:00 AM,2,1,1,0,1,1,1,1,1,9,,,
4/28/16 11:00 AM,1,2,4,1,0,0,0,0,3,11,,,
4/28/16 12:00 PM,2,0,1,0,0,2,0,2,3,10,,,
4/28/16 1:00 PM,1,1,1,0,1,0,1,1,2,8,,,
4/28/16 2:00 PM,2,3,1,1,0,1,3,0,2,13,,,
4/28/16 3:00 PM,2,0,0,1,0,0,0,0,1,4,,,
4/28/16 4:00 PM,1,1,2,0,0,2,3,1,1,11,,,
4/28/16 5:00 PM,2,2,0,1,0,2,1,0,2,10,,,
4/28/16 6:00 PM,2,0,3,1,0,3,1,2,3,15,,,
4/28/16 7:00 PM,2,2,1,0,0,0,1,2,1,9,,,
4/28/16 8:00 PM,2,1,1,0,0,2,1,1,2,10,,,
4/28/16 9:00 PM,1,0,1,1,1,1,0,1,1,7,,,
4/28/16 10:00 PM,0,0,2,0,1,2,2,0,2,9,,,
4/28/16 11:00 PM,3,0,0,0,0,2,1,3,2,11,,,
4/29/16 12:00 AM,1,1,2,1,0,0,2,2,0,9,,,
4/29/16 1:00 AM,2,1,0,1,1,2,3,2,1,13,,,
4/29/16 2:00 AM,3,2,1,1,1,0,0,0,2,10,,,
4/29/16 3:00 AM,4,0,0,0,0,0,1,3,1,9,,,
4/29/16 4:00 AM,1,1,0,1,0,1,2,0,3,9,,,
4/29/16 5:00 AM,1,2,2,1,1,2,0,1,0,10,,,
4/29/16 6:00 AM,3,0,0,1,0,2,2,2,2,12,,,
4/29/16 7:00 AM,2,0,1,0,1,2,1,0,2,9,,,
4/29/16 8:00 AM,0,2,3,1,1,1,0,1,1,10,,,
4/29/16 9:00 AM,0,0,2,0,0,2,1,1,1,7,,,
4/29/16 10:00 AM,1,2,1,1,0,2,2,2,1,12,,,
4/29/16 11:00 AM,0,1,0,1,0,2,1,1,1,7,,,
4/29/16 12:00 PM,4,0,2,0,0,1,1,2,2,12,,,
4/29/16 1:00 PM,1,0,0,1,0,0,2,0,2,6,,,
4/29/16 2:00 PM,4,1,3,0,1,1,0,1,1,12,,,
4/29/16 3:00 PM,2,0,3,0,0,3,1,0,2,11,,,
4/29/16 4:00 PM,3,2,2,1,0,1,2,2,0,13,,,
4/29/16 5:00 PM,3,1,1,0,1,2,0,2,1,11,,,
4/29/16 6:00 PM,2,1,0,0,0,0,1,2,0,6,,,
4/29/16 7:00 PM,1,0,1,1,0,2,2,0,0,7,,,
4/29/16 8:00 PM,2,3,2,1,1,0,0,2,1,12,,,
4/29/16 9:00 PM,2,1,0,0,0,0,2,2,1,8,,,
4/29/16 10:00 PM,1,2,2,1,0,1,0,0,0,7,,,
4/29/16 11:00 PM,1,1,0,1,1,0,0,1,3,8,,,
4/30/16 12:00 AM,0,1,2,1,2,2,0,0,2,10,,,
4/30/16 1:00 AM,4,1,1,0,2,1,1,2,1,13,,,
4/30/16 2:00 AM,3,1,1,0,0,1,1,0,1,8,,,
4/30/16 3:00 AM,3,1,0,1,1,0,2,3,1,12,,,
4/30/16 4:00 AM,1,0,0,1,0,1,1,1,2,7,,,
4/30/16 5:00 AM,3,1,2,0,1,0,1,0,1,9,,,
4/30/16 6:00 AM,1,1,2,0,0,1,3,3,3,14,,,
4/30/16 7:00 AM,3,0,0,1,0,0,0,1,3,8,,,
4/30/16 8:00 AM,1,1,1,2,0,2,0,1,3,11,,,
4/30/16 9:00 AM,1,2,0,2,0,1,1,1,2,10,,,
4/30/16 10:00 AM,2,1,1,1,2,1,2,2,1,13,,,
4/30/16 11:00 AM,1,2,3,0,1,1,0,4,1,13,,,
4/30/16 12:00 PM,0,2,0,1,0,0,2,3,0,8,,,
4/30/16 1:00 PM,0,1,3,0,0,1,3,2,1,11,,,
4/30/16 2:00 PM,2,1,0,2,0,1,1,0,3,10,,,
4/30/16 3:00 PM,3,1,1,1,0,0,1,2,1,10,,,
4/30/16 4:00 PM,1,0,1,1,0,1,0,2,3,9,,,
4/30/16 5:00 PM,0,1,2,2,0,1,1,1,0,8,,,
4/30/16 6:00 PM,3,2,1,2,2,1,1,0,1,13,,,
4/30/16 7:00 PM,2,1,3,1,1,3,0,2,0,13,,,
4/30/16 8:00 PM,2,1,0,1,1,2,0,2,2,11,,,
4/30/16 9:00 PM,2,0,1,0,1,0,3,3,2,12,,,
4/30/16 10:00 PM,3,1,1,2,0,2,2,1,1,13,,,
4/30/16 11:00 PM,1,1,2,0,2,2,1,3,1,13,,,
8/1/16 12:00 AM,2,2,2,0,0,2,2,0,1,11,,,
8/1/16 1:00 AM,2,0,0,1,0,0,0,2,2,7,,,
8/1/16 2:00 AM,1,0,0,1,0,1,0,1,1,5,,,
8/1/16 3:00 AM,0,2,0,0,1,0,1,1,3,8,,,
8/1/16 4:00 AM,1,2,0,1,1,2,2,2,2,13,,,
8/1/16 5:00 AM,2,1,1,0,0,0,0,1,2,7,,,
8/1/16 6:00 AM,2,0,0,1,0,2,1,3,1,10,,,
8/1/16 7:00 AM,1,0,1,0,0,0,1,1,0,4,,,
8/1/16 8:00 AM,1,0,1,0,0,1,0,2,3,8,,,
8/1/16 9:00 AM,1,1,0,1,0,0,1,3,1,8,,,
8/1/16 10:00 AM,1,0,0,1,0,1,1,2,2,8,,,
8/1/16 11:00 AM,2,0,2,0,0,1,2,1,0,8,,,
8/1/16 12:00 PM,1,1,1,0,0,3,1,1,2,10,,,
8/1/16 1:00 PM,2,2,0,0,0,0,0,0,3,7,,,
8/1/16 2:00 PM,0,2,0,0,1,1,0,0,2,6,,,
8/1/16 3:00 PM,2,2,0,0,0,0,2,0,3,9,,,
8/1/16 4:00 PM,2,2,0,1,0,0,1,1,2,9,,,
8/1/16 5:00 PM,2,1,0,0,0,0,1,1,2,7,,,
8/1/16 6:00 PM,1,1,0,0,0,0,0,0,2,4,,,
8/1/16 7:00 PM,1,0,0,0,0,1,1,1,1,5,,,
8/1/16 8:00 PM,2,1,0,0,0,2,0,1,3,9,,,
8/1/16 9:00 PM,3,3,1,1,0,0,0,1,3,12,,,
8/1/16 10:00 PM,1,4,0,1,1,3,1,0,1,12,,,
8/1/16 11:00 PM,2,2,1,0,0,1,2,1,3,12,,,
8/2/16 12:00 AM,0,0,0,0,0,0,0,0,0,0,,,
8/2/16 1:00 AM,2,0,1,0,0,2,2,1,3,11,,,
8/2/16 2:00 AM,1,0,1,0,0,0,2,1,0,5,,,
8/2/16 3:00 AM,2,1,2,0,0,1,1,2,0,9,,,
8/2/16 4:00 AM,3,0,0,1,0,1,1,0,2,8,,,
8/2/16 5:00 AM,1,1,1,1,0,4,3,2,0,13,,,
8/2/16 6:00 AM,0,3,0,0,0,3,2,1,2,11,,,
8/2/16 7:00 AM,2,0,1,0,0,2,0,1,2,8,,,
8/2/16 8:00 AM,0,2,2,1,0,2,0,1,2,10,,,
8/2/16 9:00 AM,3,3,0,0,1,1,1,1,0,10,,,
8/2/16 10:00 AM,2,1,3,1,2,0,2,0,1,12,,,
8/2/16 11:00 AM,1,2,1,1,0,2,2,1,0,10,,,
8/2/16 12:00 PM,0,0,0,0,1,1,1,0,1,4,,,
8/2/16 1:00 PM,2,1,2,1,0,0,1,1,0,8,,,
8/2/16 2:00 PM,2,0,1,0,0,1,2,1,2,9,,,
8/2/16 3:00 PM,4,0,2,0,0,3,0,1,2,12,,,
8/2/16 4:00 PM,2,2,0,0,0,1,0,3,1,9,,,
8/2/16 5:00 PM,1,0,1,0,0,0,2,2,2,8,,,
8/2/16 6:00 PM,1,2,0,0,0,0,1,1,2,7,,,
8/2/16 7:00 PM,2,2,2,0,0,2,3,0,2,13,,,
8/2/16 8:00 PM,3,2,0,0,1,0,1,0,1,8,,,
8/2/16 9:00 PM,2,2,2,0,0,0,0,2,1,9,,,
8/2/16 10:00 PM,1,1,0,0,1,2,1,1,3,10,,,
8/2/16 11:00 PM,1,3,2,1,0,0,2,2,3,14,,,
8/3/16 12:00 AM,1,1,0,1,0,1,2,1,3,10,,,
8/3/16 1:00 AM,2,1,0,0,1,0,1,0,1,6,,,
8/3/16 2:00 AM,2,1,1,0,0,1,1,1,0,7,,,
8/3/16 3:00 AM,3,0,1,0,0,0,0,1,4,9,,,
8/3/16 4:00 AM,2,2,1,0,0,1,2,0,2,10,,,
8/3/16 5:00 AM,1,1,1,0,0,0,0,0,1,4,,,
8/3/16 6:00 AM,1,0,1,1,0,1,0,0,1,5,,,
