date,chemical,monitor,reading,duplicates
4/12/16 5:00,AGOC-3A,2,0.337172,No
4/12/16 5:00,Appluimonia,9,0.334951,Yes
4/12/16 5:00,Methylosmolene,3,0.324097,No
4/12/16 5:00,Chlorodinine,1,0.320137,No
4/12/16 5:00,Appluimonia,6,0.319804,No
4/12/16 5:00,Appluimonia,7,0.279385,Yes
4/12/16 5:00,Methylosmolene,1,0.275492,No
4/12/16 5:00,AGOC-3A,8,0.267395,No
4/12/16 5:00,Appluimonia,2,0.265932,No
4/12/16 5:00,Methylosmolene,6,0.253666,No
4/12/16 5:00,Methylosmolene,5,0.251279,No
4/12/16 5:00,AGOC-3A,7,0.20453,No
4/12/16 5:00,AGOC-3A,4,0.162319,No
4/12/16 5:00,Appluimonia,1,0.152115,No
4/12/16 5:00,Chlorodinine,4,0.0795207,No
4/12/16 5:00,Methylosmolene,4,0.0749887,No
4/12/16 5:00,Appluimonia,8,0.0426638,No
4/12/16 5:00,AGOC-3A,5,0.0381851,No
4/12/16 5:00,Appluimonia,5,0.0344713,No
4/12/16 5:00,Chlorodinine,9,0.0274434,No
4/12/16 5:00,Methylosmolene,9,0.0177382,No
4/12/16 5:00,Chlorodinine,5,0.00585578,No
4/12/16 6:00,AGOC-3A,4,7.97074,No
4/12/16 6:00,Chlorodinine,4,3.62038,No
4/12/16 6:00,Appluimonia,9,1.92721,No
4/12/16 6:00,AGOC-3A,3,1.5474,Yes
4/12/16 6:00,Appluimonia,7,1.3949,No
4/12/16 6:00,AGOC-3A,4,0.965963,No
4/12/16 6:00,Chlorodinine,2,0.942672,No
4/12/16 6:00,Chlorodinine,7,0.918018,Yes
4/12/16 6:00,AGOC-3A,7,0.888814,No
4/12/16 6:00,Chlorodinine,3,0.876109,No
4/12/16 6:00,Chlorodinine,6,0.829842,No
4/12/16 6:00,Methylosmolene,5,0.799326,No
4/12/16 6:00,Methylosmolene,3,0.773842,No
4/12/16 6:00,Chlorodinine,8,0.689081,Yes
4/12/16 6:00,Methylosmolene,8,0.649964,No
4/12/16 6:00,Methylosmolene,2,0.578662,Yes
4/12/16 6:00,Appluimonia,3,0.481834,No
4/12/16 6:00,Chlorodinine,9,0.479802,No
4/12/16 6:00,Appluimonia,6,0.448017,No
4/12/16 6:00,Methylosmolene,1,0.426486,Yes
4/12/16 6:00,AGOC-3A,1,0.381337,Yes
4/12/16 6:00,Methylosmolene,7,0.379493,No
4/12/16 6:00,AGOC-3A,6,0.337613,Yes
4/12/16 6:00,Methylosmolene,9,0.243055,Yes
4/12/16 6:00,AGOC-3A,5,0.224154,No
4/12/16 6:00,Methylosmolene,6,0.22287,No
4/12/16 6:00,AGOC-3A,2,0.202665,Yes
4/12/16 6:00,Chlorodinine,1,0.16625,Yes
4/12/16 6:00,Chlorodinine,5,0.15031,No
4/12/16 6:00,Appluimonia,5,0.147959,No
4/12/16 6:00,Appluimonia,2,0.137337,No
4/12/16 6:00,Appluimonia,1,0.132921,No
4/12/16 6:00,Appluimonia,8,0.130828,No
4/12/16 6:00,AGOC-3A,8,0.117154,Yes
4/12/16 6:00,Appluimonia,4,0.0506383,No
4/12/16 6:00,AGOC-3A,9,0.0142812,No
4/12/16 7:00,AGOC-3A,3,1.71009,No
4/12/16 7:00,Appluimonia,3,1.46961,No
4/12/16 7:00,Appluimonia,7,1.39742,Yes
4/12/16 7:00,Methylosmolene,7,0.908769,No
4/12/16 7:00,Methylosmolene,2,0.829398,No
4/12/16 7:00,Chlorodinine,5,0.698619,No
4/12/16 7:00,Appluimonia,2,0.636797,No
4/12/16 7:00,Methylosmolene,6,0.619144,Yes
4/12/16 7:00,Methylosmolene,4,0.556474,No
4/12/16 7:00,Methylosmolene,5,0.499784,No
4/12/16 7:00,AGOC-3A,5,0.445861,No
4/12/16 7:00,Methylosmolene,3,0.411742,No
4/12/16 7:00,Chlorodinine,6,0.3911,No
4/12/16 7:00,AGOC-3A,6,0.387331,No
4/12/16 7:00,AGOC-3A,1,0.378881,No
4/12/16 7:00,Appluimonia,9,0.375663,No
4/12/16 7:00,Appluimonia,8,0.354231,Yes
4/12/16 7:00,Appluimonia,6,0.339265,No
4/12/16 7:00,Methylosmolene,8,0.319707,No
4/12/16 7:00,Chlorodinine,2,0.317726,Yes
4/12/16 7:00,AGOC-3A,2,0.302336,Yes
4/12/16 7:00,Chlorodinine,8,0.274711,Yes
4/12/16 7:00,Chlorodinine,3,0.241572,No
4/12/16 7:00,AGOC-3A,8,0.236454,No
4/12/16 7:00,Methylosmolene,9,0.214651,No
4/12/16 7:00,Methylosmolene,1,0.212424,No
4/12/16 7:00,Chlorodinine,7,0.2029,No
4/12/16 7:00,Chlorodinine,1,0.193872,No
4/12/16 7:00,AGOC-3A,7,0.190641,Yes
4/12/16 7:00,Appluimonia,5,0.187765,Yes
4/12/16 7:00,Appluimonia,4,0.153008,No
4/12/16 7:00,AGOC-3A,9,0.146696,Yes
4/12/16 7:00,Chlorodinine,9,0.071305,Yes
4/12/16 7:00,Appluimonia,1,0.0684875,No
4/12/16 7:00,Chlorodinine,4,0.0518416,No
4/12/16 7:00,AGOC-3A,4,0.0424435,No
4/12/16 8:00,Chlorodinine,3,2.24672,No
4/12/16 8:00,Appluimonia,3,1.69793,No
4/12/16 8:00,AGOC-3A,3,1.14617,No
4/12/16 8:00,Methylosmolene,2,0.828872,No
4/12/16 8:00,Methylosmolene,6,0.811299,No
4/12/16 8:00,Methylosmolene,3,0.622598,Yes
4/12/16 8:00,Appluimonia,8,0.588837,No
4/12/16 8:00,AGOC-3A,6,0.522767,Yes
4/12/16 8:00,AGOC-3A,5,0.506995,No
4/12/16 8:00,AGOC-3A,8,0.465515,Yes
4/12/16 8:00,AGOC-3A,9,0.449128,Yes
4/12/16 8:00,Appluimonia,9,0.436039,No
4/12/16 8:00,Chlorodinine,5,0.422244,No
4/12/16 8:00,AGOC-3A,2,0.41353,No
4/12/16 8:00,Appluimonia,1,0.412489,Yes
4/12/16 8:00,Appluimonia,7,0.411705,No
4/12/16 8:00,Appluimonia,4,0.376707,No
4/12/16 8:00,AGOC-3A,7,0.367607,Yes
4/12/16 8:00,Appluimonia,6,0.34677,No
4/12/16 8:00,Chlorodinine,9,0.322546,Yes
4/12/16 8:00,Methylosmolene,4,0.271299,No
4/12/16 8:00,Chlorodinine,1,0.256168,No
4/12/16 8:00,Chlorodinine,6,0.242164,No
4/12/16 8:00,Chlorodinine,8,0.229716,No
4/12/16 8:00,AGOC-3A,1,0.205884,No
4/12/16 8:00,Appluimonia,5,0.183463,No
4/12/16 8:00,Methylosmolene,5,0.147391,No
4/12/16 8:00,Methylosmolene,1,0.137275,No
4/12/16 8:00,Chlorodinine,2,0.124736,Yes
4/12/16 8:00,Appluimonia,2,0.106076,No
4/12/16 8:00,Methylosmolene,9,0.10476,No
4/12/16 8:00,Chlorodinine,7,0.0913306,No
4/12/16 8:00,AGOC-3A,4,0.0873862,No
4/12/16 8:00,Methylosmolene,8,0.0647891,No
4/12/16 8:00,Methylosmolene,7,0.0298961,No
4/12/16 8:00,Chlorodinine,4,0.0201411,No
4/12/16 9:00,AGOC-3A,3,2.29136,Yes
4/12/16 9:00,Chlorodinine,7,1.49938,No
4/12/16 9:00,Chlorodinine,3,1.29757,No
4/12/16 9:00,AGOC-3A,5,1.11497,No
4/12/16 9:00,Methylosmolene,3,0.834819,No
4/12/16 9:00,Appluimonia,2,0.818855,No
4/12/16 9:00,Methylosmolene,6,0.801074,No
4/12/16 9:00,Appluimonia,8,0.74716,Yes
4/12/16 9:00,Methylosmolene,2,0.670914,Yes
4/12/16 9:00,AGOC-3A,8,0.652406,No
4/12/16 9:00,Chlorodinine,2,0.631147,No
4/12/16 9:00,Appluimonia,9,0.59222,Yes
4/12/16 9:00,AGOC-3A,9,0.53078,No
4/12/16 9:00,Methylosmolene,5,0.460158,No
4/12/16 9:00,AGOC-3A,6,0.403741,No
4/12/16 9:00,AGOC-3A,7,0.389761,No
4/12/16 9:00,Appluimonia,6,0.382375,No
4/12/16 9:00,Chlorodinine,6,0.375945,No
4/12/16 9:00,Methylosmolene,4,0.361524,No
4/12/16 9:00,Methylosmolene,8,0.355339,Yes
4/12/16 9:00,Chlorodinine,1,0.29694,No
4/12/16 9:00,Chlorodinine,5,0.294638,No
4/12/16 9:00,Appluimonia,3,0.265725,No
4/12/16 9:00,Appluimonia,7,0.25067,Yes
4/12/16 9:00,Chlorodinine,8,0.24918,No
4/12/16 9:00,Chlorodinine,4,0.243749,No
4/12/16 9:00,Appluimonia,4,0.236994,No
4/12/16 9:00,Appluimonia,5,0.190597,Yes
4/12/16 9:00,AGOC-3A,2,0.136928,No
4/12/16 9:00,Appluimonia,1,0.115993,Yes
4/12/16 9:00,AGOC-3A,1,0.101508,Yes
4/12/16 9:00,Chlorodinine,9,0.0905969,Yes
4/12/16 9:00,Methylosmolene,7,0.0875456,No
4/12/16 9:00,AGOC-3A,4,0.037914,No
4/12/16 9:00,Methylosmolene,1,0.0370243,Yes
4/12/16 9:00,Methylosmolene,9,0.00891607,No
4/12/16 10:00,AGOC-3A,3,3.73266,Yes
4/12/16 10:00,Chlorodinine,3,1.75573,Yes
4/12/16 10:00,Methylosmolene,3,1.63879,No
4/12/16 10:00,Chlorodinine,4,1.12824,No
4/12/16 10:00,Appluimonia,3,0.931507,No
4/12/16 10:00,AGOC-3A,5,0.838496,No
4/12/16 10:00,Chlorodinine,7,0.791307,No
4/12/16 10:00,Methylosmolene,6,0.78862,No
4/12/16 10:00,Methylosmolene,8,0.745247,Yes
4/12/16 10:00,Appluimonia,2,0.742994,No
4/12/16 10:00,Appluimonia,5,0.717066,No
4/12/16 10:00,Methylosmolene,2,0.649503,No
4/12/16 10:00,Methylosmolene,4,0.576472,No
4/12/16 10:00,AGOC-3A,4,0.550996,No
4/12/16 10:00,Appluimonia,7,0.541623,No
4/12/16 10:00,Chlorodinine,9,0.422863,No
4/12/16 10:00,Appluimonia,6,0.409344,No
4/12/16 10:00,Methylosmolene,5,0.284555,No
4/12/16 10:00,AGOC-3A,8,0.268493,No
4/12/16 10:00,AGOC-3A,6,0.260187,No
4/12/16 10:00,AGOC-3A,1,0.255405,No
4/12/16 10:00,Appluimonia,1,0.255055,No
4/12/16 10:00,Chlorodinine,8,0.234456,No
4/12/16 10:00,Chlorodinine,6,0.230224,No
4/12/16 10:00,AGOC-3A,9,0.228979,No
4/12/16 10:00,Methylosmolene,9,0.226137,Yes
4/12/16 10:00,AGOC-3A,2,0.211767,Yes
4/12/16 10:00,Chlorodinine,2,0.196802,No
4/12/16 10:00,Appluimonia,4,0.147373,No
4/12/16 10:00,AGOC-3A,7,0.119836,No
4/12/16 10:00,Appluimonia,9,0.101162,Yes
4/12/16 10:00,Appluimonia,8,0.0571211,No
4/12/16 10:00,Chlorodinine,5,0.0555999,No
4/12/16 10:00,Methylosmolene,1,0.0301798,Yes
4/12/16 10:00,Chlorodinine,1,0.0259063,Yes
4/12/16 10:00,Methylosmolene,7,0.0150648,No
4/12/16 11:00,AGOC-3A,4,15.89812,No
4/12/16 11:00,AGOC-3A,7,2.64308,Yes
4/12/16 11:00,Methylosmolene,3,1.67974,No
4/12/16 11:00,Chlorodinine,3,1.63627,No
4/12/16 11:00,AGOC-3A,4,1.59304,No
4/12/16 11:00,Appluimonia,3,1.35551,No
4/12/16 11:00,Methylosmolene,8,1.35181,No
4/12/16 11:00,AGOC-3A,3,1.26893,Yes
4/12/16 11:00,Appluimonia,9,1.11987,No
4/12/16 11:00,AGOC-3A,8,1.11652,No
4/12/16 11:00,Chlorodinine,4,0.941421,No
4/12/16 11:00,Chlorodinine,7,0.855236,No
4/12/16 11:00,AGOC-3A,5,0.626233,No
4/12/16 11:00,Appluimonia,8,0.613071,No
4/12/16 11:00,Chlorodinine,8,0.612402,No
4/12/16 11:00,Appluimonia,7,0.507337,Yes
4/12/16 11:00,AGOC-3A,6,0.496734,No
4/12/16 11:00,AGOC-3A,1,0.463307,No
4/12/16 11:00,Chlorodinine,6,0.459998,Yes
4/12/16 11:00,Methylosmolene,7,0.458981,No
4/12/16 11:00,Methylosmolene,9,0.398308,Yes
4/12/16 11:00,Appluimonia,6,0.392815,No
4/12/16 11:00,Appluimonia,5,0.32445,No
4/12/16 11:00,Appluimonia,2,0.229416,Yes
4/12/16 11:00,Chlorodinine,9,0.216289,No
4/12/16 11:00,AGOC-3A,9,0.213221,Yes
4/12/16 11:00,Methylosmolene,2,0.181527,Yes
4/12/16 11:00,Methylosmolene,5,0.168016,No
4/12/16 11:00,Chlorodinine,1,0.167243,Yes
4/12/16 11:00,Methylosmolene,6,0.157419,No
4/12/16 11:00,AGOC-3A,2,0.118051,No
4/12/16 11:00,Chlorodinine,5,0.113701,Yes
4/12/16 11:00,Chlorodinine,2,0.0783381,No
4/12/16 11:00,Methylosmolene,1,0.0616681,No
4/12/16 11:00,Appluimonia,4,0.0374033,No
4/12/16 11:00,Appluimonia,1,0.0372717,Yes
4/12/16 12:00,Methylosmolene,3,2.23509,No
4/12/16 12:00,AGOC-3A,7,1.86376,No
4/12/16 12:00,Chlorodinine,3,1.52771,No
4/12/16 12:00,Appluimonia,3,1.42829,No
4/12/16 12:00,AGOC-3A,8,1.02048,No
4/12/16 12:00,AGOC-3A,6,0.872348,No
4/12/16 12:00,Chlorodinine,8,0.515268,Yes
4/12/16 12:00,Appluimonia,2,0.512598,Yes
4/12/16 12:00,Appluimonia,4,0.507312,No
4/12/16 12:00,Appluimonia,6,0.481873,No
4/12/16 12:00,Methylosmolene,2,0.473022,No
4/12/16 12:00,Methylosmolene,4,0.433843,No
4/12/16 12:00,Appluimonia,5,0.429266,No
4/12/16 12:00,Appluimonia,1,0.424694,Yes
4/12/16 12:00,Appluimonia,7,0.418577,No
4/12/16 12:00,Chlorodinine,4,0.395316,No
4/12/16 12:00,Methylosmolene,9,0.347878,No
4/12/16 12:00,AGOC-3A,2,0.277579,No
4/12/16 12:00,AGOC-3A,4,0.273439,No
4/12/16 12:00,Methylosmolene,7,0.272476,Yes
4/12/16 12:00,Methylosmolene,5,0.192918,No
4/12/16 12:00,Methylosmolene,1,0.184463,No
4/12/16 12:00,Chlorodinine,5,0.165752,No
4/12/16 12:00,AGOC-3A,9,0.156021,Yes
4/12/16 12:00,Appluimonia,9,0.135497,Yes
4/12/16 12:00,Methylosmolene,8,0.132935,Yes
4/12/16 12:00,AGOC-3A,3,0.131185,Yes
4/12/16 12:00,Chlorodinine,6,0.113402,No
4/12/16 12:00,Methylosmolene,6,0.109327,Yes
4/12/16 12:00,Chlorodinine,9,0.0972511,No
4/12/16 12:00,Chlorodinine,2,0.0824978,No
4/12/16 12:00,Appluimonia,8,0.0760313,No
4/12/16 12:00,AGOC-3A,5,0.0334329,No
4/12/16 12:00,Chlorodinine,7,0.0322364,No
4/12/16 12:00,Chlorodinine,1,0.0317047,Yes
4/12/16 12:00,AGOC-3A,1,0.0137623,No
4/12/16 13:00,AGOC-3A,5,3.51935,No
4/12/16 13:00,Methylosmolene,3,3.28388,No
4/12/16 13:00,AGOC-3A,7,2.38276,No
4/12/16 13:00,AGOC-3A,9,0.771432,No
4/12/16 13:00,Chlorodinine,3,0.755823,Yes
4/12/16 13:00,AGOC-3A,8,0.749709,No
4/12/16 13:00,Methylosmolene,2,0.688113,No
4/12/16 13:00,Appluimonia,2,0.677526,No
4/12/16 13:00,Chlorodinine,5,0.564408,No
4/12/16 13:00,Methylosmolene,1,0.556674,Yes
4/12/16 13:00,Appluimonia,8,0.5522,No
4/12/16 13:00,AGOC-3A,5,0.547615,No
4/12/16 13:00,Appluimonia,5,0.525473,No
4/12/16 13:00,Methylosmolene,4,0.509711,No
4/12/16 13:00,AGOC-3A,4,0.505019,No
4/12/16 13:00,Chlorodinine,6,0.499339,Yes
4/12/16 13:00,Methylosmolene,9,0.469436,No
4/12/16 13:00,Appluimonia,4,0.461362,Yes
4/12/16 13:00,AGOC-3A,3,0.438369,Yes
4/12/16 13:00,Appluimonia,6,0.42569,Yes
4/12/16 13:00,Appluimonia,9,0.421926,No
4/12/16 13:00,Appluimonia,7,0.407038,Yes
4/12/16 13:00,Chlorodinine,9,0.40601,Yes
4/12/16 13:00,AGOC-3A,6,0.296765,No
4/12/16 13:00,Methylosmolene,7,0.292543,No
4/12/16 13:00,AGOC-3A,2,0.240862,No
4/12/16 13:00,Appluimonia,3,0.234612,No
4/12/16 13:00,Chlorodinine,8,0.206188,No
4/12/16 13:00,Chlorodinine,7,0.191795,No
4/12/16 13:00,Appluimonia,1,0.105222,No
4/12/16 13:00,Chlorodinine,1,0.100903,Yes
4/12/16 13:00,AGOC-3A,1,0.0813628,Yes
4/12/16 13:00,Chlorodinine,2,0.0755466,No
4/12/16 13:00,Chlorodinine,4,0.0611025,No
4/12/16 13:00,Methylosmolene,8,0.0520434,No
4/12/16 13:00,Methylosmolene,6,0.0261486,No
4/12/16 14:00,Chlorodinine,3,2.48021,No
4/12/16 14:00,Chlorodinine,9,1.76818,No
4/12/16 14:00,Chlorodinine,5,1.44533,No
4/12/16 14:00,AGOC-3A,3,1.02707,No
4/12/16 14:00,Chlorodinine,8,0.748903,No
4/12/16 14:00,Appluimonia,3,0.748607,No
4/12/16 14:00,Methylosmolene,3,0.737473,No
4/12/16 14:00,AGOC-3A,7,0.667187,No
4/12/16 14:00,Methylosmolene,6,0.602658,No
4/12/16 14:00,Methylosmolene,8,0.596195,No
4/12/16 14:00,Chlorodinine,6,0.577198,No
4/12/16 14:00,Methylosmolene,7,0.571114,Yes
4/12/16 14:00,AGOC-3A,8,0.561951,No
4/12/16 14:00,Appluimonia,6,0.552564,No
4/12/16 14:00,Chlorodinine,2,0.509609,No
4/12/16 14:00,Chlorodinine,7,0.497282,Yes
4/12/16 14:00,Chlorodinine,4,0.45253,Yes
4/12/16 14:00,Appluimonia,4,0.416422,No
4/12/16 14:00,Methylosmolene,4,0.39935,No
4/12/16 14:00,Methylosmolene,5,0.37521,No
4/12/16 14:00,AGOC-3A,9,0.367093,No
4/12/16 14:00,Methylosmolene,9,0.353507,No
4/12/16 14:00,Methylosmolene,2,0.344614,No
4/12/16 14:00,Appluimonia,8,0.316676,No
4/12/16 14:00,AGOC-3A,1,0.294675,Yes
4/12/16 14:00,AGOC-3A,4,0.220186,No
4/12/16 14:00,Appluimonia,7,0.164067,Yes
4/12/16 14:00,Appluimonia,2,0.153491,Yes
4/12/16 14:00,AGOC-3A,6,0.102645,Yes
4/12/16 14:00,Appluimonia,1,0.0923342,No
4/12/16 14:00,Methylosmolene,1,0.0916085,No
4/12/16 14:00,AGOC-3A,2,0.08453,No
4/12/16 14:00,Appluimonia,5,0.0841152,No
4/12/16 14:00,Chlorodinine,1,0.0560152,No
4/12/16 14:00,Appluimonia,9,0.0465558,No
4/12/16 14:00,AGOC-3A,5,0.00649765,No
4/12/16 15:00,AGOC-3A,6,18.12727,No
4/12/16 15:00,AGOC-3A,6,2.04613,No
4/12/16 15:00,Chlorodinine,3,2.01351,Yes
4/12/16 15:00,AGOC-3A,3,0.996446,No
4/12/16 15:00,Methylosmolene,3,0.937584,No
4/12/16 15:00,Appluimonia,6,0.887591,No
4/12/16 15:00,Chlorodinine,2,0.699832,No
4/12/16 15:00,Appluimonia,4,0.568774,No
4/12/16 15:00,AGOC-3A,8,0.544955,Yes
4/12/16 15:00,Methylosmolene,8,0.502566,No
4/12/16 15:00,Chlorodinine,8,0.476519,Yes
4/12/16 15:00,Appluimonia,8,0.42589,No
4/12/16 15:00,Chlorodinine,9,0.382494,Yes
4/12/16 15:00,AGOC-3A,9,0.34349,Yes
4/12/16 15:00,Appluimonia,2,0.334741,Yes
4/12/16 15:00,Methylosmolene,4,0.332889,Yes
4/12/16 15:00,Chlorodinine,6,0.314922,No
4/12/16 15:00,Appluimonia,7,0.292247,No
4/12/16 15:00,Appluimonia,1,0.265366,No
4/12/16 15:00,Chlorodinine,7,0.263666,No
4/12/16 15:00,AGOC-3A,7,0.225474,No
4/12/16 15:00,Chlorodinine,5,0.220946,No
4/12/16 15:00,Methylosmolene,5,0.219574,No
4/12/16 15:00,Methylosmolene,7,0.2165,Yes
4/12/16 15:00,Appluimonia,3,0.207038,No
4/12/16 15:00,Chlorodinine,4,0.165625,Yes
4/12/16 15:00,AGOC-3A,4,0.150847,No
4/12/16 15:00,AGOC-3A,2,0.144094,Yes
4/12/16 15:00,Appluimonia,5,0.13751,Yes
4/12/16 15:00,AGOC-3A,1,0.105804,No
4/12/16 15:00,Appluimonia,9,0.104314,Yes
4/12/16 15:00,Methylosmolene,1,0.100367,No
4/12/16 15:00,AGOC-3A,5,0.0926467,No
4/12/16 15:00,Methylosmolene,9,0.0817093,No
4/12/16 15:00,Methylosmolene,2,0.0658095,No
4/12/16 15:00,Chlorodinine,1,0.0533034,Yes
4/12/16 16:00,Appluimonia,3,2.44962,Yes
4/12/16 16:00,AGOC-3A,3,1.93156,No
4/12/16 16:00,Appluimonia,7,1.61492,No
4/12/16 16:00,AGOC-3A,7,0.886415,No
4/12/16 16:00,Methylosmolene,3,0.833897,No
4/12/16 16:00,Appluimonia,4,0.708167,No
4/12/16 16:00,Appluimonia,8,0.629583,No
4/12/16 16:00,Chlorodinine,8,0.615933,Yes
4/12/16 16:00,Methylosmolene,2,0.604294,No
4/12/16 16:00,AGOC-3A,8,0.548522,No
4/12/16 16:00,Chlorodinine,4,0.512328,No
4/12/16 16:00,Chlorodinine,5,0.50586,No
4/12/16 16:00,Methylosmolene,5,0.43084,No
4/12/16 16:00,AGOC-3A,5,0.425526,No
4/12/16 16:00,Chlorodinine,7,0.410087,No
4/12/16 16:00,Appluimonia,9,0.404275,No
4/12/16 16:00,AGOC-3A,4,0.394501,No
4/12/16 16:00,Appluimonia,6,0.359479,No
4/12/16 16:00,AGOC-3A,1,0.358946,No
4/12/16 16:00,Chlorodinine,2,0.347146,No
4/12/16 16:00,Methylosmolene,6,0.332014,No
4/12/16 16:00,AGOC-3A,2,0.292667,No
4/12/16 16:00,Chlorodinine,6,0.259483,Yes
4/12/16 16:00,Methylosmolene,9,0.25388,Yes
4/12/16 16:00,Appluimonia,5,0.252634,No
4/12/16 16:00,Appluimonia,1,0.250729,No
4/12/16 16:00,Methylosmolene,1,0.223085,Yes
4/12/16 16:00,AGOC-3A,6,0.204449,Yes
4/12/16 16:00,Appluimonia,2,0.14783,No
4/12/16 16:00,Methylosmolene,4,0.142776,Yes
4/12/16 16:00,Chlorodinine,1,0.102267,No
4/12/16 16:00,Methylosmolene,7,0.0937783,No
4/12/16 16:00,Methylosmolene,8,0.0393526,No
4/12/16 16:00,Chlorodinine,9,0.0138659,No
4/12/16 16:00,Chlorodinine,3,0.0103756,No
4/12/16 16:00,AGOC-3A,9,0.00705238,Yes
4/12/16 17:00,Appluimonia,3,1.59893,No
4/12/16 17:00,AGOC-3A,3,1.57118,No
4/12/16 17:00,Methylosmolene,3,1.31606,No
4/12/16 17:00,Appluimonia,7,0.919021,No
4/12/16 17:00,Appluimonia,6,0.899123,No
4/12/16 17:00,Methylosmolene,8,0.743606,No
4/12/16 17:00,AGOC-3A,8,0.662873,No
4/12/16 17:00,Appluimonia,4,0.533098,Yes
4/12/16 17:00,Appluimonia,8,0.499028,No
4/12/16 17:00,AGOC-3A,6,0.479301,No
4/12/16 17:00,Appluimonia,1,0.476105,Yes
4/12/16 17:00,Chlorodinine,7,0.415976,No
4/12/16 17:00,Methylosmolene,7,0.356198,No
4/12/16 17:00,Chlorodinine,4,0.338136,No
4/12/16 17:00,AGOC-3A,1,0.331779,Yes
4/12/16 17:00,Appluimonia,5,0.33035,No
4/12/16 17:00,AGOC-3A,7,0.305303,No
4/12/16 17:00,Chlorodinine,6,0.287761,No
4/12/16 17:00,Methylosmolene,4,0.270638,No
4/12/16 17:00,Methylosmolene,5,0.268622,No
4/12/16 17:00,Chlorodinine,5,0.265256,No
4/12/16 17:00,Chlorodinine,8,0.258438,No
4/12/16 17:00,Methylosmolene,6,0.247293,No
4/12/16 17:00,AGOC-3A,4,0.247131,No
4/12/16 17:00,AGOC-3A,2,0.23468,Yes
4/12/16 17:00,Chlorodinine,9,0.154452,Yes
4/12/16 17:00,Chlorodinine,3,0.153371,No
4/12/16 17:00,AGOC-3A,5,0.146123,No
4/12/16 17:00,Methylosmolene,9,0.0925819,No
4/12/16 17:00,Appluimonia,9,0.0916614,No
4/12/16 17:00,Appluimonia,2,0.0907797,No
4/12/16 17:00,Chlorodinine,2,0.0818961,Yes
4/12/16 17:00,Chlorodinine,1,0.0302897,Yes
4/12/16 17:00,AGOC-3A,9,0.0128659,Yes
4/12/16 17:00,Methylosmolene,2,0.0110287,Yes
4/12/16 17:00,Methylosmolene,1,0.00338544,No
4/12/16 18:00,Appluimonia,3,4.93719,Yes
4/12/16 18:00,Chlorodinine,8,1.29231,Yes
4/12/16 18:00,Appluimonia,8,1.04062,Yes
4/12/16 18:00,Appluimonia,7,0.849641,No
4/12/16 18:00,AGOC-3A,7,0.64172,No
4/12/16 18:00,Chlorodinine,5,0.560928,No
4/12/16 18:00,AGOC-3A,8,0.555133,No
4/12/16 18:00,Methylosmolene,7,0.536749,Yes
4/12/16 18:00,AGOC-3A,3,0.535349,No
4/12/16 18:00,Methylosmolene,6,0.506571,No
4/12/16 18:00,Appluimonia,6,0.48164,No
4/12/16 18:00,Chlorodinine,3,0.449578,No
4/12/16 18:00,Chlorodinine,7,0.391375,No
4/12/16 18:00,AGOC-3A,5,0.382863,No
4/12/16 18:00,Methylosmolene,3,0.370631,No
4/12/16 18:00,Methylosmolene,1,0.363926,Yes
4/12/16 18:00,Chlorodinine,1,0.354371,No
4/12/16 18:00,Chlorodinine,9,0.33572,No
4/12/16 18:00,AGOC-3A,1,0.33359,No
4/12/16 18:00,Methylosmolene,4,0.299025,No
4/12/16 18:00,AGOC-3A,9,0.268018,No
4/12/16 18:00,Chlorodinine,6,0.261532,No
4/12/16 18:00,AGOC-3A,6,0.237419,No
4/12/16 18:00,Appluimonia,2,0.237063,No
4/12/16 18:00,AGOC-3A,4,0.225883,No
4/12/16 18:00,Methylosmolene,2,0.223897,Yes
4/12/16 18:00,AGOC-3A,2,0.222303,Yes
4/12/16 18:00,Methylosmolene,9,0.211657,No
4/12/16 18:00,Methylosmolene,8,0.209073,Yes
4/12/16 18:00,Appluimonia,5,0.187996,No
4/12/16 18:00,Appluimonia,4,0.140046,No
4/12/16 18:00,Appluimonia,9,0.124004,No
4/12/16 18:00,Chlorodinine,4,0.11917,No
4/12/16 18:00,Appluimonia,1,0.109633,Yes
4/12/16 18:00,Methylosmolene,5,0.0188484,No
4/12/16 18:00,Chlorodinine,2,0.0123661,No
4/12/16 19:00,Methylosmolene,3,1.45869,No
4/12/16 19:00,AGOC-3A,7,1.27487,Yes
4/12/16 19:00,Chlorodinine,3,1.20857,Yes
4/12/16 19:00,Chlorodinine,7,0.74751,No
4/12/16 19:00,AGOC-3A,8,0.700766,No
4/12/16 19:00,Appluimonia,7,0.633979,No
4/12/16 19:00,Appluimonia,6,0.6023,No
4/12/16 19:00,Appluimonia,4,0.58333,No
4/12/16 19:00,Methylosmolene,7,0.543024,No
4/12/16 19:00,Methylosmolene,4,0.537972,No
4/12/16 19:00,AGOC-3A,2,0.458456,No
4/12/16 19:00,Chlorodinine,6,0.44434,Yes
4/12/16 19:00,Methylosmolene,6,0.442038,Yes
4/12/16 19:00,AGOC-3A,9,0.439545,No
4/12/16 19:00,Methylosmolene,8,0.363336,No
4/12/16 19:00,AGOC-3A,5,0.35925,No
4/12/16 19:00,Chlorodinine,5,0.32964,No
4/12/16 19:00,Methylosmolene,5,0.28436,No
4/12/16 19:00,AGOC-3A,3,0.253428,Yes
4/12/16 19:00,Chlorodinine,1,0.240412,Yes
